lat,long,year,month,surftemp,temp,pressure,ozone,cloudlow,cloudmid,cloudhigh
3.7565217391304344,-61.208695652173915,2000,12,296,301.4,965,240,19.5,24.5,4
13.73913043478261,-86.25217391304348,1995,2,295.5,291.7,935,240,28,6,0.5
-18.70434782608696,-68.72173913043478,1997,3,284.7,278.4,630,240,NA,31.5,27
-18.70434782608696,-66.21739130434783,1997,3,284.7,278.4,630,240,NA,31.5,27
11.243478260869566,-98.77391304347826,1995,2,301.4,300.1,1000,242,16,4,3
-16.208695652173915,-68.72173913043478,1999,4,282.7,277.8,655,242,NA,29.5,24
-16.208695652173915,-68.72173913043478,2000,4,284.2,277.8,655,242,NA,27.5,15
-6.2260869565217405,-93.76521739130435,1998,3,301.4,301.4,1000,244,28.5,22,24.5
-18.70434782608696,-68.72173913043478,1995,5,281.6,269.7,620,244,NA,15,7
-18.70434782608696,-66.21739130434783,1995,5,281.6,269.7,620,244,NA,15,7
-18.70434782608696,-68.72173913043478,1997,5,282.2,280.5,640,244,NA,21,4.5
-18.70434782608696,-66.21739130434783,1997,5,282.2,280.5,640,244,NA,21,4.5
-18.70434782608696,-68.72173913043478,1998,3,291.7,284.7,640,244,NA,25,13.5
-18.70434782608696,-66.21739130434783,1998,3,291.7,284.7,640,244,NA,25,13.5
-16.208695652173915,-68.72173913043478,1998,6,282.7,277.3,650,244,NA,31.5,9
-16.208695652173915,-68.72173913043478,1999,1,284.2,277.8,655,244,NA,35,31.5
-16.208695652173915,-68.72173913043478,1999,3,277.3,277.8,655,244,NA,23,48.5
-16.208695652173915,-68.72173913043478,2000,1,280.5,277.8,655,244,NA,25.5,48.5
-1.234782608695653,-66.21739130434783,1999,3,295.5,303.2,1000,246,7.5,31,33.5
-13.713043478260872,-58.70434782608696,1995,5,294.1,295,960,246,11.5,20.5,20
-18.70434782608696,-68.72173913043478,1996,4,287.3,277.8,625,246,NA,26,9
-18.70434782608696,-66.21739130434783,1996,4,287.3,277.8,625,246,NA,26,9
-18.70434782608696,-68.72173913043478,1997,4,284.7,277.8,625,246,NA,25.5,9
-18.70434782608696,-66.21739130434783,1997,4,284.7,277.8,625,246,NA,25.5,9
-18.70434782608696,-68.72173913043478,1998,4,287.8,287.8,645,246,NA,20,5.5
-18.70434782608696,-66.21739130434783,1998,4,287.8,287.8,645,246,NA,20,5.5
1.2608695652173907,-73.7304347826087,1997,1,296,301.9,985,248,14,28.5,13.5
18.730434782608697,-86.25217391304348,1995,12,300.1,299.6,1000,248,28,17,12.5
-3.7304347826086968,-61.208695652173915,1996,3,294.6,300.1,1000,248,5,23.5,51.5
-11.217391304347828,-73.7304347826087,1997,1,289.8,296.5,955,248,3.5,27.5,48.5
-16.208695652173915,-66.21739130434783,1996,1,288.8,290.7,895,248,7,27.5,35.5
-18.70434782608696,-83.74782608695652,1998,3,293.6,295,1000,248,44.5,39.5,0.5
-6.2260869565217405,-81.24347826086957,2000,4,294.6,301,1000,248,14,19,6.5
-18.70434782608696,-68.72173913043478,1995,2,289.3,283.7,630,248,NA,26,23
-18.70434782608696,-66.21739130434783,1995,2,289.3,283.7,630,248,NA,26,23
-18.70434782608696,-68.72173913043478,1998,1,289.3,285.8,640,248,NA,27.5,37
-18.70434782608696,-66.21739130434783,1998,1,289.3,285.8,640,248,NA,27.5,37
-18.70434782608696,-68.72173913043478,1998,2,290.7,285.8,640,248,NA,27.5,27
-18.70434782608696,-66.21739130434783,1998,2,290.7,285.8,640,248,NA,27.5,27
-16.208695652173915,-68.72173913043478,1999,12,287.8,277.3,655,248,NA,30.5,30.5
-16.208695652173915,-68.72173913043478,2000,12,285.2,277.3,655,248,NA,28,44
-11.217391304347828,-113.8,1995,2,298.7,298.3,1000,250,31.5,3.5,1
11.243478260869566,-66.21739130434783,1999,1,298.7,300.1,1000,250,25,10,0
13.73913043478261,-93.76521739130435,1998,3,303.6,301.4,995,250,22,5.5,2
-21.2,-86.25217391304348,1998,4,293.6,294.1,1000,250,33,26.5,0
11.243478260869566,-56.2,1998,1,299.6,299.2,1000,250,17,3,1
-16.208695652173915,-68.72173913043478,1995,12,286.3,275.6,615,250,NA,34,27.5
-18.70434782608696,-68.72173913043478,1996,3,288.8,277.8,620,250,NA,27.5,9.5
-18.70434782608696,-66.21739130434783,1996,3,288.8,277.8,620,250,NA,27.5,9.5
-18.70434782608696,-68.72173913043478,1997,2,282.7,277.3,625,250,NA,29.5,42.5
-18.70434782608696,-66.21739130434783,1997,2,282.7,277.3,625,250,NA,29.5,42.5
-18.70434782608696,-68.72173913043478,1997,12,292.2,286.3,640,250,NA,30.5,18.5
-18.70434782608696,-66.21739130434783,1997,12,292.2,286.3,640,250,NA,30.5,18.5
-16.208695652173915,-68.72173913043478,1998,5,286.3,289.3,645,250,NA,25.5,6.5
-21.2,-66.21739130434783,1999,1,288.3,278.4,675,250,NA,38,23
-21.2,-66.21739130434783,1999,2,287.8,278.9,675,250,NA,32,34
-21.2,-66.21739130434783,1999,3,285.8,278.9,675,250,NA,30,30.5
-21.2,-66.21739130434783,1999,4,286.3,278.4,675,250,NA,28,10
-16.208695652173915,-68.72173913043478,1999,7,282.7,277.3,650,250,NA,31.5,4
-21.2,-66.21739130434783,2000,1,286.8,278.4,675,250,NA,33,35
-21.2,-66.21739130434783,2000,2,290.2,278.9,675,250,NA,35.5,20.5
-21.2,-66.21739130434783,2000,3,288.8,278.9,675,250,NA,24.5,14.5
-21.2,-66.21739130434783,2000,4,288.3,278.4,675,250,NA,18.5,2.5
8.747826086956522,-88.75652173913043,1999,1,297.4,300.5,1000,252,17,10,2.5
1.2608695652173907,-76.23478260869565,2000,6,292.2,301.9,980,252,4,38.5,26
3.7565217391304344,-76.23478260869565,1997,5,288.8,294.1,890,252,3.5,30.5,42
6.252173913043478,-66.21739130434783,2000,1,299.6,298.7,975,252,19.5,15.5,4
-21.2,-68.72173913043478,1999,3,296,296.5,985,252,11,23.5,15
-8.721739130434784,-91.26086956521739,1997,2,298.3,298.7,1000,252,38,7,0.5
21.22608695652174,-81.24347826086957,2000,12,298.3,297.4,1000,252,30.5,15,15
-18.70434782608696,-68.72173913043478,1996,1,285.2,277.8,620,252,NA,28,33.5
-18.70434782608696,-66.21739130434783,1996,1,285.2,277.8,620,252,NA,28,33.5
-18.70434782608696,-68.72173913043478,1996,5,282.2,285.8,650,252,NA,17.5,8
-18.70434782608696,-66.21739130434783,1996,5,282.2,285.8,650,252,NA,17.5,8
6.252173913043478,-76.23478260869565,1998,10,293.2,302.8,995,254,3,26.5,45
13.73913043478261,-106.28695652173913,1996,1,299.2,299.2,1000,254,17,6.5,5
16.234782608695653,-73.7304347826087,1999,2,298.7,298.7,1000,254,23,8.5,3.5
-18.70434782608696,-68.72173913043478,1995,1,288.8,283.2,630,254,NA,29.5,31
-18.70434782608696,-66.21739130434783,1995,1,288.8,283.2,630,254,NA,29.5,31
-18.70434782608696,-68.72173913043478,1995,3,288.3,282.7,640,254,NA,31,19
-18.70434782608696,-66.21739130434783,1995,3,288.3,282.7,640,254,NA,31,19
-16.208695652173915,-68.72173913043478,1996,12,283.2,278.4,620,254,NA,28,44.5
-21.2,-66.21739130434783,1998,8,284.7,276.1,670,254,NA,19.5,3
-16.208695652173915,-68.72173913043478,1998,11,287.8,277.3,655,254,NA,31,26.5
-21.2,-66.21739130434783,1999,5,282.7,277.8,675,254,NA,13,2.5
-21.2,-66.21739130434783,1999,8,284.2,276.1,670,254,NA,14.5,1
-21.2,-66.21739130434783,2000,5,284.7,277.8,675,254,NA,23,10.5
-21.2,-66.21739130434783,2000,8,285.8,276.1,670,254,NA,23.5,7
-16.208695652173915,-68.72173913043478,2000,11,289.3,277.3,655,254,NA,29.5,16
11.243478260869566,-56.2,1997,12,300.1,300.1,1000,256,16,1,0.5
-6.2260869565217405,-81.24347826086957,1996,11,289.8,293.6,1000,256,23.5,12,0.5
1.2608695652173907,-61.208695652173915,1999,6,296,301.9,995,256,10.5,28,28
13.73913043478261,-111.29565217391304,1999,3,297.8,299.2,1000,256,26.5,12.5,5
1.2608695652173907,-76.23478260869565,1995,5,289.3,294.1,960,256,5.5,38,27
-16.208695652173915,-58.70434782608696,1999,6,296.5,300.5,990,256,17,16,6.5
-18.70434782608696,-68.72173913043478,1996,2,285.8,277.8,620,256,NA,31.5,31
-18.70434782608696,-66.21739130434783,1996,2,285.8,277.8,620,256,NA,31.5,31
-8.721739130434784,-103.78260869565217,1996,1,296.5,296.9,1000,258,31,0,0
-6.2260869565217405,-56.2,1996,2,294.1,301.4,1000,258,5,28,42.5
21.22608695652174,-113.8,1998,12,295,296.9,1000,258,32,16,13
3.7565217391304344,-103.78260869565217,1998,7,298.3,301.4,1000,258,35,23.5,16.5
-16.208695652173915,-66.21739130434783,1997,7,291.7,295.5,915,258,14.5,17,1
26.217391304347828,-93.76521739130435,1998,12,296.9,295.5,1000,258,36,9,3
8.747826086956522,-91.26086956521739,2000,4,299.2,301.9,995,258,24.5,14,10
-18.70434782608696,-68.72173913043478,1995,7,278.4,282.2,640,258,NA,9,4.5
-18.70434782608696,-66.21739130434783,1995,7,278.4,282.2,640,258,NA,9,4.5
-18.70434782608696,-68.72173913043478,1995,12,289.8,279.5,630,258,NA,29.5,19.5
-18.70434782608696,-66.21739130434783,1995,12,289.8,279.5,630,258,NA,29.5,19.5
-18.70434782608696,-68.72173913043478,1998,5,283.7,287.8,645,258,NA,13,6
-18.70434782608696,-66.21739130434783,1998,5,283.7,287.8,645,258,NA,13,6
-21.2,-66.21739130434783,1998,6,280.5,277.3,670,258,NA,19,8.5
-16.208695652173915,-68.72173913043478,1998,9,287.3,276.1,650,258,NA,29,4.5
-21.2,-66.21739130434783,1999,6,278.9,277.3,670,258,NA,11,4
-21.2,-66.21739130434783,2000,6,279.5,277.3,670,258,NA,16,5.5
-18.70434782608696,-61.208695652173915,1997,7,296,300.5,990,260,21.5,17.5,0.5
3.7565217391304344,-61.208695652173915,1996,8,296.9,298.3,970,260,15.5,21.5,21
-16.208695652173915,-58.70434782608696,1995,11,302.3,303.2,995,260,14,21.5,28
-18.70434782608696,-86.25217391304348,1997,2,294.6,295.5,1000,260,48.5,14,0.5
11.243478260869566,-81.24347826086957,2000,1,297.8,299.2,995,260,29,6.5,0
-18.70434782608696,-68.72173913043478,1995,9,286.3,274.4,625,260,NA,17.5,4.5
-18.70434782608696,-66.21739130434783,1995,9,286.3,274.4,625,260,NA,17.5,4.5
-18.70434782608696,-68.72173913043478,1996,12,287.3,279.5,625,260,NA,27.5,37.5
-18.70434782608696,-66.21739130434783,1996,12,287.3,279.5,625,260,NA,27.5,37.5
-18.70434782608696,-68.72173913043478,1997,10,289.8,284.7,635,260,NA,24.5,11.5
-18.70434782608696,-66.21739130434783,1997,10,289.8,284.7,635,260,NA,24.5,11.5
-21.2,-66.21739130434783,1998,12,293.6,277.8,675,260,NA,29.5,12.5
-21.2,-66.21739130434783,1999,12,292.7,277.8,675,260,NA,29,11.5
-21.2,-66.21739130434783,2000,12,291.7,277.8,675,260,NA,31,24.5
8.747826086956522,-106.28695652173913,1999,6,300.1,301.9,1000,262,18,20,42
16.234782608695653,-71.22608695652174,1997,4,299.2,299.6,1000,262,17.5,2.5,0.5
-18.70434782608696,-93.76521739130435,1999,6,292.2,294.1,1000,262,52,2,0
13.73913043478261,-68.72173913043478,1998,4,301,299.6,1000,262,29,15.5,4
-18.70434782608696,-68.72173913043478,1995,8,283.7,277.8,630,262,NA,16,5.5
-18.70434782608696,-66.21739130434783,1995,8,283.7,277.8,630,262,NA,16,5.5
8.747826086956522,-83.74782608695652,1996,7,296.9,300.5,995,264,17.5,22.5,32.5
8.747826086956522,-113.8,1995,7,299.6,300.5,1000,264,20.5,26,39
13.73913043478261,-88.75652173913043,2000,2,296.5,298.7,970,264,17,14.5,2.5
-11.217391304347828,-76.23478260869565,2000,8,290.7,299.6,945,264,9.5,28.5,8.5
21.22608695652174,-83.74782608695652,1999,12,297.4,297.8,1000,264,36,14.5,1.5
13.73913043478261,-61.208695652173915,1995,10,301.4,302.8,1000,264,23,13,17
-18.70434782608696,-63.71304347826087,1998,6,288.3,292.2,950,264,6,19.5,8.5
-18.70434782608696,-68.72173913043478,1995,6,277.8,286.8,655,264,NA,10.5,5
-18.70434782608696,-66.21739130434783,1995,6,277.8,286.8,655,264,NA,10.5,5
-18.70434782608696,-68.72173913043478,1995,10,289.8,277.3,625,264,NA,18,7
-18.70434782608696,-66.21739130434783,1995,10,289.8,277.3,625,264,NA,18,7
-18.70434782608696,-68.72173913043478,1996,8,282.7,276.7,635,264,NA,15,6
-18.70434782608696,-66.21739130434783,1996,8,282.7,276.7,635,264,NA,15,6
-18.70434782608696,-68.72173913043478,1996,11,290.2,278.4,630,264,NA,27,18.5
-18.70434782608696,-66.21739130434783,1996,11,290.2,278.4,630,264,NA,27,18.5
-18.70434782608696,-76.23478260869565,1998,12,292.2,296.5,1000,266,23.5,47,1.5
-18.70434782608696,-68.72173913043478,1996,9,286.3,276.1,630,266,NA,19.5,5
-18.70434782608696,-66.21739130434783,1996,9,286.3,276.1,630,266,NA,19.5,5
-18.70434782608696,-68.72173913043478,1996,10,290.2,278.9,625,266,NA,22,7
-18.70434782608696,-66.21739130434783,1996,10,290.2,278.9,625,266,NA,22,7
-1.234782608695653,-81.24347826086957,1999,10,291.7,298.3,1000,268,22,19,6.5
-13.713043478260872,-106.28695652173913,2000,6,295.5,295,1000,268,59.5,1,0
1.2608695652173907,-106.28695652173913,1998,9,294.6,297.8,1000,268,38.5,12,5
-6.2260869565217405,-106.28695652173913,1998,8,297.4,297.8,1000,268,34.5,1.5,0
-21.2,-58.70434782608696,2000,6,294.1,297.8,995,268,22.5,26,10.5
23.721739130434784,-93.76521739130435,1996,9,302.3,303.2,1000,268,15.5,8.5,11
26.217391304347828,-78.73913043478261,1995,2,295,294.6,1000,268,28.5,10,5.5
-1.234782608695653,-83.74782608695652,1996,9,289.3,292.7,1000,268,13,5,0.5
18.730434782608697,-111.29565217391304,1996,5,298.7,300.1,1000,268,35,7.5,2.5
-18.70434782608696,-98.77391304347826,1995,12,293.2,295.5,1000,268,56.5,4.5,0.5
13.73913043478261,-83.74782608695652,1996,9,298.3,301.9,995,268,15.5,20.5,27
1.2608695652173907,-113.8,1998,8,295.5,298.7,1000,268,29.5,7.5,1
-18.70434782608696,-68.72173913043478,1996,7,278.9,278.4,640,268,NA,17.5,3.5
-18.70434782608696,-66.21739130434783,1996,7,278.9,278.4,640,268,NA,17.5,3.5
26.217391304347828,-61.208695652173915,2000,11,298.3,296.9,1000,270,31.5,9.5,6.5
-13.713043478260872,-58.70434782608696,2000,10,299.6,304,985,270,15,28,29
13.73913043478261,-56.2,1995,9,301,301.9,1000,270,22,16.5,18
11.243478260869566,-56.2,2000,6,297.8,301,1000,270,27,12,13
-13.713043478260872,-106.28695652173913,2000,11,296,294.6,1000,270,58,3,0
-21.2,-66.21739130434783,1998,7,281.1,277.3,670,270,NA,14,1.5
-21.2,-66.21739130434783,1999,7,282.2,277.3,670,270,NA,20,4.5
-21.2,-66.21739130434783,2000,7,280,277.3,670,270,NA,16,5
-16.208695652173915,-86.25217391304348,1998,11,289.8,293.6,1000,272,30,51.5,0
-21.2,-108.79130434782608,1999,8,294.1,294.1,1000,272,47.5,2.5,0
28.71304347826087,-83.74782608695652,1995,4,296.9,295,1000,272,20.5,10.5,18.5
-18.70434782608696,-98.77391304347826,1995,9,292.2,292.2,1000,272,49.5,7,0
-21.2,-66.21739130434783,1998,11,291.7,277.3,675,272,NA,29.5,14
-21.2,-66.21739130434783,1999,11,291.2,277.3,675,272,NA,28.5,7.5
-21.2,-66.21739130434783,2000,11,292.2,277.3,675,272,NA,25,6.5
18.730434782608697,-73.7304347826087,2000,4,298.7,299.6,990,274,25,11,1.5
33.70434782608696,-98.77391304347826,1997,9,302.8,304,990,274,20,12.5,8
28.71304347826087,-66.21739130434783,1995,9,300.1,300.5,1000,274,23.5,9,14
23.721739130434784,-98.77391304347826,1999,6,302.3,302.3,970,276,17.5,20.5,10.5
-18.70434782608696,-106.28695652173913,1996,7,295,294.1,1000,276,41,4.5,0
28.71304347826087,-71.22608695652174,1997,9,301,300.5,1000,276,25,14.5,17
26.217391304347828,-103.78260869565217,1996,5,302.8,296.9,840,278,12,12.5,5.5
26.217391304347828,-81.24347826086957,1999,2,294.6,293.6,1000,278,16,4.5,1
16.234782608695653,-71.22608695652174,2000,6,298.3,301.4,1000,278,20.5,9,4.5
18.730434782608697,-106.28695652173913,1999,8,303.2,303.2,1000,278,24.5,18.5,29.5
-1.234782608695653,-103.78260869565217,1999,9,292.2,294.6,1000,280,39,2,0.5
18.730434782608697,-63.71304347826087,1997,6,300.1,301.9,1000,280,24.5,6.5,2
-21.2,-66.21739130434783,1998,9,285.8,276.1,670,280,NA,16,2
-21.2,-66.21739130434783,1999,9,286.8,276.1,670,280,NA,19.5,3.5
-21.2,-66.21739130434783,2000,9,287.3,276.1,670,280,NA,18.5,6.5
-18.70434782608696,-111.29565217391304,1996,10,295,295,1000,282,43,2.5,0
-21.2,-66.21739130434783,1998,10,290.2,276.7,670,282,NA,26.5,9.5
-21.2,-66.21739130434783,1999,10,291.7,276.7,670,282,NA,38.5,12
-21.2,-66.21739130434783,2000,10,291.2,276.7,670,282,NA,34,13.5
31.208695652173915,-63.71304347826087,1999,8,298.3,302.3,1000,286,21.5,9.5,6.5
28.71304347826087,-58.70434782608696,1998,8,300.5,301.9,1000,286,23.5,9,3.5
-21.2,-103.78260869565217,1995,11,293.2,293.6,1000,286,53,3.5,0
23.721739130434784,-63.71304347826087,2000,3,296.5,294.6,1000,288,26,2.5,1
31.208695652173915,-108.79130434782608,2000,12,283.2,289.8,960,288,5.5,17.5,8.5
36.2,-93.76521739130435,1999,11,286.8,290.7,995,290,21.5,13.5,4
26.217391304347828,-86.25217391304348,1996,4,298.3,295.5,1000,290,22.5,8,9.5
23.721739130434784,-78.73913043478261,1999,7,300.5,302.8,1000,290,17,10,11
28.71304347826087,-106.28695652173913,1995,4,294.6,284.7,810,290,14.5,10,4
26.217391304347828,-96.2695652173913,1998,1,293.6,293.2,1000,290,31,9,6
31.208695652173915,-101.27826086956522,1999,8,307,304.9,945,292,17,8.5,9
26.217391304347828,-58.70434782608696,1997,6,300.1,300.1,1000,292,27,13.5,10.5
31.208695652173915,-111.29565217391304,1995,12,286.8,290.7,965,294,16,16.5,6
33.70434782608696,-78.73913043478261,1995,12,282.2,284.2,1000,294,26.5,23,10
33.70434782608696,-93.76521739130435,2000,8,303.6,307.9,1000,294,9,4,2
33.70434782608696,-78.73913043478261,1995,11,285.8,288.3,1000,294,25.5,19,16.5
33.70434782608696,-113.8,1998,11,288.3,294.6,955,298,11.5,14,6
28.71304347826087,-86.25217391304348,1998,4,295,294.1,1000,302,17.5,4.5,7
36.2,-98.77391304347826,1997,6,299.2,300.5,970,306,18.5,16,18.5
31.208695652173915,-88.75652173913043,1996,2,285.8,289.3,1000,306,26.5,25,9.5
31.208695652173915,-111.29565217391304,1997,2,288.3,289.8,975,308,14.5,15.5,6
33.70434782608696,-88.75652173913043,1998,1,279.5,285.8,1000,310,15.5,24,23.5
36.2,-63.71304347826087,1996,1,290.2,286.3,1000,312,45.5,22,21
33.70434782608696,-96.2695652173913,1998,1,280.5,285.2,980,324,20.5,25,13
33.70434782608696,-68.72173913043478,1999,5,293.2,295,1000,330,29,12,9
36.2,-91.26086956521739,1999,2,283.2,283.7,995,336,36,24.5,8
31.208695652173915,-56.2,1998,5,294.6,293.6,1000,336,25,16,17.5
33.70434782608696,-56.2,1999,5,292.2,293.6,1000,338,29.5,22,19
33.70434782608696,-71.22608695652174,1998,3,292.7,287.8,1000,340,37,16.5,17.5
